,id,name,position,team,status,now_cost,total_points,selected_by_percent,news,minutes,starts,points_per_game,goals_scored,expected_goals,expected_goals_per_90,expected_goal_involvements,expected_goal_involvements_per_90,goals_conceded,goals_conceded_per_90,expected_goals_conceded,expected_goals_conceded_per_90,assists,expected_assists,expected_assists_per_90,yellow_cards,saves,saves_per_90,clean_sheets,clean_sheets_per_90,bonus,form,threat,creativity,influence,penalties_order,direct_freekicks_order,corners_and_indirect_freekicks_order
296,667,Roméo Lavia,MID,Chelsea,i,4.9,1,0.0,Thigh injury - Expected back 01 Jun,32,0,1.0,0,0.0,0.0,0.01,0.03,0,0.0,0.33,0.93,0,0.01,0.03,0,0,0.0,0,0.0,0,0.0,0.0,1.9,3.6,,,
298,677,Deivid Washington de Souza Eugênio,FWD,Chelsea,a,4.5,2,0.1,,11,0,1.0,0,0.47,3.85,0.47,3.85,1,8.18,1.68,13.75,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,4.0,0.1,0.0,,,
300,681,Diego Manuel Jadon da Silva Moreira,MID,Chelsea,a,4.5,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
301,687,Đorđe Petrović,GKP,Chelsea,a,4.7,71,8.4,,1986,22,3.1,0,0.0,0.0,0.0,0.0,38,1.72,34.93,1.58,0,0.0,0.0,2,75,3.4,5,0.23,5,2.0,0.0,0.0,567.8,,,
302,716,Alfie Gilchrist,DEF,Chelsea,a,4.0,20,0.1,,200,2,1.8,1,0.32,0.14,0.37,0.16,6,2.7,5.46,2.46,0,0.05,0.02,1,0,0.0,1,0.45,0,0.0,33.0,8.6,70.6,,,
303,717,Ronnie Stutter,FWD,Chelsea,a,4.5,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
305,723,Josh Brooking,DEF,Chelsea,a,4.0,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
306,758,Leo Castledine,MID,Chelsea,a,4.5,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
307,791,Cesare Casadei,MID,Chelsea,a,4.5,11,0.0,,71,0,1.0,0,0.0,0.0,0.08,0.1,3,3.8,3.48,4.41,0,0.08,0.1,0,0,0.0,0,0.0,0,0.7,2.0,27.4,19.8,,,
308,819,Ishé Samuels-Smith,DEF,Chelsea,a,4.0,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
309,820,Ollie Harrison,MID,Chelsea,a,4.5,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
310,830,Jimi Tauriainen,MID,Chelsea,a,4.5,1,0.0,,1,0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.01,0.9,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
311,838,Josh Acheampong,DEF,Chelsea,a,4.0,1,0.0,,5,0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.57,10.26,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,15.0,,,
312,847,Teddy Sharman-Lowe,GKP,Chelsea,a,4.0,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
313,851,Tyrique George,FWD,Chelsea,a,4.5,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
314,852,Kiano Dyer,MID,Chelsea,a,4.5,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
315,858,Ted Curd,GKP,Chelsea,a,4.0,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
316,859,Zak Sturge,DEF,Chelsea,a,4.0,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
317,7,Rob Holding,DEF,Crystal Palace,d,4.3,0,0.1,Hamstring injury - 25% chance of playing,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
318,219,Naouirou Ahamada,MID,Crystal Palace,a,4.3,16,0.4,,332,0,0.8,0,0.4,0.11,0.52,0.14,14,3.8,8.93,2.42,0,0.12,0.03,2,0,0.0,0,0.0,0,-0.3,61.0,25.2,41.2,,,
319,220,Joachim Andersen,DEF,Crystal Palace,a,4.7,121,14.1,,3416,38,3.2,2,1.75,0.05,3.83,0.1,58,1.53,53.71,1.42,3,2.08,0.05,7,0,0.0,10,0.26,12,4.3,253.0,301.1,873.6,,,
320,221,Jordan Ayew,MID,Crystal Palace,a,5.3,109,0.3,,2540,30,3.1,4,3.97,0.14,6.52,0.23,39,1.38,36.77,1.3,7,2.55,0.09,7,0,0.0,11,0.39,3,0.7,550.0,445.2,517.6,,,3.0
321,222,Nathaniel Clyne,DEF,Crystal Palace,a,4.3,52,0.2,,1335,14,2.7,0,0.21,0.01,0.42,0.02,16,1.08,21.65,1.46,1,0.21,0.01,0,0,0.0,5,0.34,0,5.7,21.0,67.8,179.6,,,
322,223,Cheick Doucouré,MID,Crystal Palace,i,4.8,21,0.0,Achilles injury - Expected back 19 May,920,11,1.9,0,0.28,0.03,1.04,0.1,12,1.17,13.76,1.35,0,0.76,0.07,2,0,0.0,3,0.29,0,0.0,36.0,138.5,165.8,,,
324,225,Odsonne Edouard,FWD,Crystal Palace,a,5.3,79,1.3,,1545,17,2.6,7,6.33,0.37,7.19,0.42,24,1.4,20.54,1.2,0,0.86,0.05,4,0,0.0,6,0.35,9,0.7,663.0,256.7,359.6,3.0,3.0,
325,226,Eberechi Eze,MID,Crystal Palace,a,6.0,136,5.4,,2054,24,5.0,11,9.12,0.4,14.78,0.65,28,1.23,32.39,1.42,5,5.66,0.25,3,0,0.0,8,0.35,11,9.7,735.0,810.0,740.4,1.0,1.0,1.0
327,228,Marc Guéhi,DEF,Crystal Palace,a,4.2,66,1.3,,2020,23,2.6,0,0.58,0.03,1.58,0.07,32,1.43,31.51,1.4,1,1.0,0.04,2,0,0.0,6,0.27,6,2.7,35.0,106.6,417.8,,,
328,229,Will Hughes,MID,Crystal Palace,i,4.9,61,0.0,Knee injury - Expected back 01 Jul,1886,23,2.0,0,0.31,0.01,2.01,0.09,38,1.81,30.83,1.47,2,1.7,0.08,6,0,0.0,8,0.38,2,1.3,67.0,338.6,319.2,,,5.0
329,230,Sam Johnstone,GKP,Crystal Palace,i,4.3,68,1.3,Arm injury - Expected back 01 Jun,1796,20,3.4,0,0.0,0.0,0.0,0.0,27,1.35,27.17,1.36,0,0.0,0.0,1,41,2.05,6,0.3,7,0.0,0.0,0.0,321.4,,,
330,231,Jefferson Lerma Solís,MID,Crystal Palace,a,4.7,64,0.1,,2399,27,2.3,1,2.61,0.1,4.39,0.17,46,1.73,38.16,1.43,1,1.78,0.07,8,0,0.0,5,0.19,4,0.3,240.0,366.1,417.6,,,
331,232,Jean-Philippe Mateta,FWD,Crystal Palace,a,5.1,165,7.3,,2274,25,4.7,16,10.84,0.43,12.14,0.48,44,1.74,40.46,1.6,7,1.3,0.05,3,0,0.0,8,0.32,22,11.7,741.0,404.0,775.0,2.0,,
332,233,Remi Matthews,GKP,Crystal Palace,a,3.9,1,0.1,,3,0,1.0,0,0.0,0.0,0.0,0.0,1,30.0,0.07,2.1,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,,,
333,234,Tyrick Mitchell,DEF,Crystal Palace,a,4.5,119,4.7,,3204,37,3.2,2,1.27,0.04,3.66,0.11,55,1.54,50.84,1.43,3,2.39,0.07,6,0,0.0,10,0.28,10,6.7,209.0,393.7,669.8,,,
335,236,Michael Olise,MID,Crystal Palace,a,5.7,125,5.3,,1272,14,6.6,10,5.32,0.38,10.28,0.73,19,1.34,18.89,1.34,6,4.96,0.35,0,0,0.0,3,0.21,21,11.3,556.0,568.7,627.6,,2.0,2.0
337,238,Chris Richards,DEF,Crystal Palace,a,3.9,62,1.5,,2091,23,2.4,1,0.6,0.03,0.77,0.04,38,1.64,33.16,1.43,1,0.17,0.01,3,0,0.0,4,0.17,4,6.3,108.0,87.5,456.2,,,
338,239,Jairo Riedewald,MID,Crystal Palace,a,4.3,12,0.1,,228,2,1.3,0,0.04,0.02,0.11,0.05,3,1.18,4.05,1.6,0,0.07,0.03,0,0,0.0,1,0.39,0,0.7,14.0,9.3,24.6,,,
339,240,Jeffrey Schlupp,MID,Crystal Palace,a,4.8,66,0.1,,1340,17,2.3,2,1.7,0.11,3.11,0.2,25,1.68,22.46,1.51,2,1.41,0.09,1,0,0.0,4,0.27,4,0.7,229.0,234.2,279.8,,,
340,241,James Tomkins,DEF,Crystal Palace,a,3.9,3,0.4,,8,0,0.8,0,0.0,0.0,0.0,0.0,2,22.5,0.78,8.78,0,0.0,0.0,0,0,0.0,0,0.0,0,0.3,0.0,0.3,3.0,,,
341,242,Joel Ward,DEF,Crystal Palace,a,4.5,54,0.2,,1978,23,2.1,0,0.88,0.04,1.13,0.05,34,1.55,30.96,1.41,1,0.25,0.01,4,0,0.0,5,0.23,0,0.3,41.0,79.0,348.2,,,
342,243,Joe Whitworth,GKP,Crystal Palace,a,3.9,0,0.9,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
343,385,Dean Henderson,GKP,Crystal Palace,a,4.4,48,1.7,,1620,18,2.7,0,0.0,0.0,0.01,0.0,30,1.67,26.47,1.47,0,0.01,0.0,2,58,3.22,4,0.22,2,5.0,0.0,0.0,434.8,,,
344,615,Matheus França de Oliveira,MID,Crystal Palace,i,4.8,16,0.0,Groin Injury - Unknown return date,224,1,1.6,0,0.33,0.13,0.79,0.31,7,2.81,3.49,1.4,2,0.46,0.18,1,0,0.0,0,0.0,0,0.0,53.0,77.7,36.4,,,
345,657,Jesurun Rak-Sakyi,MID,Crystal Palace,a,4.5,8,0.0,,132,0,1.3,0,0.41,0.28,0.54,0.38,3,2.05,3.21,2.19,0,0.14,0.1,0,0,0.0,1,0.68,0,0.0,58.0,28.2,23.2,,,
348,721,David Ozoh,MID,Crystal Palace,a,4.5,8,0.0,,148,0,0.9,0,0.0,0.0,0.01,0.01,5,3.04,3.06,1.86,0,0.01,0.01,1,0,0.0,0,0.0,0,0.0,0.0,4.0,25.2,,,
349,724,Jadan Raymond,MID,Crystal Palace,a,4.5,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
351,792,Daniel Muñoz,DEF,Crystal Palace,a,4.5,56,0.6,,1440,16,3.5,0,1.26,0.08,2.52,0.16,22,1.38,19.71,1.23,4,1.26,0.08,4,0,0.0,5,0.31,3,8.0,119.0,265.6,331.0,,,
352,807,Adam Wharton,MID,Crystal Palace,a,5.0,50,0.0,,1296,15,3.1,0,0.38,0.03,1.87,0.13,16,1.11,18.04,1.25,3,1.5,0.1,2,0,0.0,7,0.49,4,3.7,29.0,287.9,255.0,,,4.0
353,821,Franco Umeh-Chibueze,FWD,Crystal Palace,a,4.5,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
354,825,Kaden Rodney,MID,Crystal Palace,a,4.5,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
355,842,Roshaun Mathurin,MID,Crystal Palace,a,4.4,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
356,244,André Tavares Gomes,MID,Everton,d,4.4,20,0.1,Facial Injury - 75% chance of playing,505,3,1.7,1,0.32,0.06,0.75,0.14,7,1.25,8.51,1.52,0,0.43,0.08,4,0,0.0,3,0.53,0,0.5,81.0,88.3,72.8,,,5.0
357,245,Jarrad Branthwaite,DEF,Everton,a,4.5,124,10.8,,3116,35,3.5,3,1.62,0.05,2.91,0.09,44,1.27,49.43,1.43,1,1.29,0.04,8,0,0.0,12,0.35,10,3.5,185.0,67.2,789.4,,,
358,246,Dominic Calvert-Lewin,FWD,Everton,a,5.8,101,1.0,,2166,26,3.2,7,12.86,0.53,14.43,0.6,27,1.12,31.91,1.33,3,1.58,0.07,2,0,0.0,13,0.54,9,3.0,901.0,255.6,403.0,1.0,,
359,247,Seamus Coleman,DEF,Everton,a,4.4,30,0.1,,661,7,2.5,0,0.0,0.0,0.7,0.1,10,1.36,10.48,1.43,0,0.7,0.1,0,0,0.0,4,0.54,3,4.0,6.0,49.9,108.6,,,
360,248,Dele Alli,MID,Everton,i,4.8,0,0.0,Groin Injury - Expected back 01 Jun,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
361,249,Abdoulaye Doucouré,MID,Everton,a,5.5,116,0.5,,2632,32,3.6,7,8.7,0.3,10.21,0.35,36,1.23,42.26,1.45,3,1.51,0.05,7,0,0.0,12,0.41,7,4.5,687.0,456.5,462.4,,,
362,250,James Garner,MID,Everton,a,4.9,87,0.1,,3001,34,2.4,1,2.62,0.08,6.37,0.19,47,1.41,48.61,1.46,2,3.75,0.11,7,0,0.0,11,0.33,3,2.5,244.0,663.1,526.6,,2.0,3.0
364,252,Ben Godfrey,DEF,Everton,a,4.3,37,0.2,,1120,13,2.5,0,1.76,0.14,2.31,0.18,13,1.04,18.73,1.51,0,0.55,0.04,2,0,0.0,4,0.32,0,0.0,156.0,64.9,221.4,,,
366,254,Idrissa Gueye,MID,Everton,a,4.8,73,0.1,,1885,24,2.9,4,1.25,0.06,2.07,0.1,25,1.19,29.41,1.4,0,0.82,0.04,8,0,0.0,7,0.33,10,6.5,154.0,237.1,406.8,,,
367,257,Michael Keane,DEF,Everton,a,4.2,18,0.2,,437,4,2.0,1,0.56,0.12,0.62,0.13,13,2.68,10.81,2.23,0,0.06,0.01,2,0,0.0,1,0.21,2,0.0,92.0,4.6,108.2,,,
368,259,Dwight McNeil,MID,Everton,a,5.4,124,0.3,,2891,33,3.5,3,3.26,0.1,11.16,0.35,39,1.21,45.06,1.4,8,7.9,0.25,2,0,0.0,12,0.37,8,4.0,400.0,1110.8,615.4,,,1.0
369,260,Vitalii Mykolenko,DEF,Everton,i,4.5,101,2.6,Ankle injury - Expected back 01 Jun,2469,28,3.6,2,1.49,0.05,2.56,0.09,37,1.35,39.97,1.46,1,1.07,0.04,1,0,0.0,9,0.33,9,0.0,211.0,239.8,517.4,,,
370,261,Amadou Onana,MID,Everton,a,4.7,66,0.2,,2085,23,2.2,2,2.22,0.1,3.61,0.16,38,1.64,36.94,1.59,0,1.39,0.06,5,0,0.0,5,0.22,5,2.5,254.0,282.7,354.0,,,
371,262,Nathan Patterson,DEF,Everton,i,4.3,34,0.1,Hamstring injury - Expected back 01 Jun,1000,9,1.7,0,0.34,0.03,1.37,0.12,21,1.89,20.6,1.85,2,1.03,0.09,4,0,0.0,2,0.18,3,0.0,26.0,138.2,207.2,,,
372,263,Jordan Pickford,GKP,Everton,a,4.8,153,16.3,,3420,38,4.0,0,0.0,0.0,0.46,0.01,51,1.34,56.01,1.47,0,0.46,0.01,5,121,3.18,13,0.34,22,4.5,0.0,43.4,969.2,,,
374,265,James Tarkowski,DEF,Everton,a,4.6,117,5.4,,3420,38,3.1,1,2.55,0.07,5.21,0.14,51,1.34,55.64,1.46,1,2.66,0.07,11,0,0.0,13,0.34,10,4.5,320.0,269.6,915.4,,,
375,266,João Neves Virgínia,GKP,Everton,a,3.9,0,0.4,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
376,579,Andy Lonergan,GKP,Everton,a,3.9,0,0.1,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
377,588,Ashley Young,DEF,Everton,a,4.4,76,0.4,,2277,27,2.5,0,0.67,0.03,2.18,0.09,34,1.34,37.73,1.49,1,1.51,0.06,5,0,0.0,9,0.36,3,3.5,87.0,365.2,284.8,,1.0,
378,601,Arnaut Danjuma Groeneveld,MID,Everton,a,5.2,26,0.1,,587,5,1.9,1,2.63,0.4,3.05,0.46,10,1.53,9.74,1.49,0,0.42,0.06,0,0,0.0,2,0.31,0,0.0,271.0,79.3,73.6,,3.0,
379,624,Lewis Dobbin,MID,Everton,a,4.5,18,0.0,,226,1,1.5,1,0.34,0.14,0.46,0.19,3,1.19,3.72,1.48,0,0.12,0.05,1,0,0.0,1,0.4,0,0.5,59.0,50.5,68.4,,,
380,645,Youssef Ramalho Chermiti,FWD,Everton,a,4.8,16,0.1,,196,1,0.9,0,0.74,0.34,1.04,0.48,4,1.84,5.04,2.31,0,0.3,0.14,3,0,0.0,1,0.46,0,1.0,84.0,51.2,19.2,,,
382,650,Tyler Onyango,MID,Everton,a,4.4,1,0.0,,1,0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
383,661,Jack Harrison,MID,Everton,i,5.5,92,0.1,Hamstring injury - Expected back 01 Jun,2212,25,3.2,3,3.68,0.15,6.7,0.27,26,1.06,34.15,1.39,3,3.02,0.12,1,0,0.0,11,0.45,5,0.0,339.0,405.7,397.4,,4.0,4.0
384,691,Norberto Bercique Gomes Betuncal,FWD,Everton,a,5.7,50,0.1,,943,9,1.7,3,6.46,0.62,6.76,0.65,20,1.91,18.11,1.73,0,0.3,0.03,2,0,0.0,2,0.19,3,0.5,425.0,139.6,158.8,,,
385,719,Mackenzie Hunt,MID,Everton,a,4.5,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
386,760,Jenson Metcalfe,MID,Everton,a,4.5,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
388,841,Lewis Warrington,MID,Everton,a,4.5,1,0.0,,1,0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.5,0.0,0.0,0.0,,,
389,863,Billy Crellin,GKP,Everton,a,4.0,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
390,193,Armando Broja,FWD,Fulham,a,4.9,35,0.2,,529,6,1.7,1,2.24,0.38,2.47,0.42,9,1.53,8.4,1.43,2,0.23,0.04,0,0,0.0,3,0.51,0,0.5,152.0,70.3,75.6,,,
391,256,Alex Iwobi,MID,Fulham,a,5.3,102,0.4,,2331,27,3.2,5,5.23,0.2,9.43,0.36,41,1.58,37.63,1.45,2,4.2,0.16,2,0,0.0,7,0.27,9,2.0,534.0,718.8,504.2,,,
392,267,Andreas Hoelgebaum Pereira,MID,Fulham,a,5.3,127,0.9,,2611,34,3.4,3,4.52,0.16,10.24,0.36,40,1.38,42.91,1.48,9,5.72,0.2,6,0,0.0,14,0.48,7,1.0,417.0,1254.3,503.6,2.0,1.0,1.0
393,268,Tom Cairney,MID,Fulham,a,4.9,70,0.0,,1472,14,2.1,1,1.03,0.06,3.61,0.22,27,1.65,29.53,1.81,6,2.58,0.16,3,0,0.0,4,0.24,2,0.5,170.0,407.2,335.2,,,
395,270,Bobby De Cordova-Reid,MID,Fulham,a,5.2,92,0.1,,1410,17,2.8,6,4.55,0.29,5.67,0.36,29,1.85,28.79,1.84,3,1.12,0.07,4,0,0.0,3,0.19,7,1.0,325.0,255.3,330.6,,,
396,271,Issa Diop,DEF,Fulham,a,4.4,43,0.4,,1423,16,2.4,0,0.26,0.02,0.68,0.05,26,1.64,33.2,2.1,0,0.42,0.03,2,0,0.0,5,0.32,3,-1.5,37.0,20.5,348.8,,,
400,275,Bernd Leno,GKP,Fulham,a,4.8,133,14.6,,3420,38,3.5,0,0.0,0.0,0.0,0.0,61,1.61,64.14,1.69,0,0.0,0.0,3,134,3.53,10,0.26,15,1.5,0.0,0.1,1069.8,,,
401,276,Saša Lukić,MID,Fulham,i,4.3,43,0.3,Calf injury - Expected back 01 Jun,1113,13,1.8,1,1.49,0.12,1.95,0.16,20,1.62,22.86,1.85,0,0.46,0.04,3,0,0.0,5,0.4,0,0.0,115.0,155.6,192.4,,,
404,279,Rodrigo Muniz Carvalho,FWD,Fulham,a,4.3,97,4.4,,1589,18,3.7,9,8.76,0.5,9.7,0.55,27,1.53,26.67,1.51,2,0.94,0.05,1,0,0.0,6,0.34,12,1.5,875.0,213.1,409.0,,,
405,280,João Palhinha Gonçalves,MID,Fulham,a,5.0,91,0.3,,2698,31,2.8,4,3.39,0.11,4.38,0.14,46,1.53,49.59,1.65,1,0.99,0.03,13,0,0.0,9,0.3,8,2.0,365.0,219.0,659.2,,,
406,281,Tim Ream,DEF,Fulham,a,4.4,40,0.6,,1503,17,2.2,1,0.96,0.06,1.12,0.07,31,1.86,34.03,2.04,0,0.16,0.01,2,0,0.0,3,0.18,4,0.5,45.0,18.2,339.8,,,
407,282,Harrison Reed,MID,Fulham,a,4.3,47,0.3,,1317,15,1.7,0,0.29,0.02,1.78,0.12,23,1.57,25.65,1.75,2,1.49,0.1,6,0,0.0,6,0.41,0,2.0,45.0,212.6,213.8,,,
408,283,Antonee Robinson,DEF,Fulham,a,4.5,104,4.0,,3266,37,2.8,0,0.68,0.02,4.43,0.12,60,1.65,61.93,1.71,6,3.75,0.1,6,0,0.0,9,0.25,8,-0.5,241.0,536.7,805.8,,,
409,284,Marek Rodák,GKP,Fulham,a,3.9,-1,0.3,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
410,285,Kenny Tete,DEF,Fulham,a,4.4,27,0.3,,863,10,1.9,1,0.86,0.09,1.32,0.14,21,2.19,22.97,2.4,0,0.46,0.05,2,0,0.0,2,0.21,0,0.5,67.0,93.4,195.2,,,
411,286,Tosin Adarabioyo,DEF,Fulham,a,4.3,66,0.2,,1616,18,3.3,2,0.78,0.04,1.1,0.06,25,1.39,28.19,1.57,0,0.32,0.02,2,0,0.0,6,0.33,2,0.0,152.0,39.3,431.8,,,
413,288,Harry Wilson,MID,Fulham,a,5.3,94,0.2,,1603,16,2.7,4,3.45,0.19,6.08,0.34,30,1.68,33.01,1.85,7,2.63,0.15,6,0,0.0,5,0.28,5,8.0,340.0,357.3,375.0,3.0,3.0,3.0
414,558,Raúl Jiménez,FWD,Fulham,a,5.0,72,0.6,,1390,18,3.0,7,5.37,0.35,6.33,0.41,29,1.88,37.43,2.42,0,0.96,0.06,3,0,0.0,4,0.26,13,6.5,440.0,185.9,335.8,,,
415,591,Willian Borges da Silva,MID,Fulham,a,5.3,94,0.4,,2048,24,3.0,4,5.09,0.22,9.77,0.43,28,1.23,35.26,1.55,3,4.68,0.21,1,0,0.0,9,0.4,6,0.5,439.0,701.3,416.4,1.0,2.0,2.0
416,610,Calvin Bassey,DEF,Fulham,a,4.4,66,0.4,,2299,25,2.3,1,0.37,0.01,0.53,0.02,42,1.64,40.83,1.6,0,0.16,0.01,4,0,0.0,6,0.23,4,0.5,50.0,34.8,462.8,,,
417,625,Luc De Fougerolles,DEF,Fulham,a,3.9,0,0.1,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
419,652,Matthew Dibley-Dias,MID,Fulham,a,4.5,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
420,662,Adama Traoré,MID,Fulham,a,4.9,36,0.0,,363,1,2.1,2,1.49,0.37,2.37,0.59,13,3.22,11.28,2.8,3,0.88,0.22,2,0,0.0,0,0.0,1,5.5,140.0,108.1,164.2,,,
422,688,Timothy Castagne,DEF,Fulham,a,4.5,105,1.6,,2630,29,3.1,1,1.29,0.04,3.35,0.11,40,1.37,41.07,1.41,3,2.06,0.07,3,0,0.0,9,0.31,7,0.5,229.0,295.0,494.4,,,
423,692,Steven Benda,GKP,Fulham,a,4.0,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
424,707,Fodé Ballo-Touré,DEF,Fulham,a,4.5,5,0.1,,65,0,0.8,0,0.0,0.0,0.0,0.0,1,1.38,1.18,1.63,0,0.0,0.0,1,0,0.0,0,0.0,0,0.5,2.0,2.2,13.6,,,
425,732,Devan Tanton,DEF,Fulham,a,4.0,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
426,796,Kristian Sekularac,MID,Fulham,a,4.4,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
427,810,Joshua King,MID,Fulham,a,4.5,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
428,289,Adrián San Miguel del Castillo,GKP,Liverpool,a,3.8,0,0.2,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
429,290,Trent Alexander-Arnold,DEF,Liverpool,a,8.4,122,10.3,,2153,25,4.4,3,2.78,0.12,8.62,0.36,28,1.17,27.96,1.17,5,5.84,0.24,6,0,0.0,8,0.33,19,3.5,237.0,1027.5,601.8,,1.0,1.0
